blood, 0.0171755725191, 180
group, 0.0326086956522, 133
date, 0.0496, 99
need, 0.00600600600601, 214
hero, 0.152339181287, 28
number, 0.0506696428571, 95
life, 0.0342253521127, 126
wife, 0.0489795918367, 102
traffic, 0.118421052632, 36
power, 0.0225623582766, 163
song, 0.134237726098, 29
music, 0.0545454545455, 83
uncle, 0.875, 6
office, 0.0957142857143, 47
request, 0.0813253012048, 53
time, 0.0808169596691, 54
aunty, 0.691666666667, 8
girlfriend, 0.125, 33
city, 0.0524509803922, 87
weekend, 0.00414364640884, 220
baby, 0.03125, 142
style, 0.0594907407407, 76
chief, 0.00571428571429, 216
favourite, 0.0363636363636, 123
friend, 0.0119047619048, 196
mom, 0.0797101449275, 55
story, 0.0147909967846, 185
post, 0.0531746031746, 85
youth, 0.0298648648649, 146
link, 0.0440170940171, 111
work, 0.00359550561798, 222
home, 0.0111386138614, 202
nation, 0.00705329153605, 212
suicide, 0.0901960784314, 50
welfare, 0.0, 227
person, 0.00309090909091, 225
birth, 0.051724137931, 92
birthday, 0.0510989010989, 94
entry, 0.0790322580645, 57
game, 0.018145800317, 177
picture, 0.1075, 43
plan, 0.0316964285714, 139
water, 0.0254966887417, 152
view, 0.0121052631579, 195
message, 0.0238636363636, 157
ground, 0.033389261745, 129
place, 0.0110294117647, 203
mother, 0.0140186915888, 187
green, 0.0294117647059, 148
health, 0.0238095238095, 158
volunteer, 0.0333333333333, 130
half, 0.0298679867987, 145
history, 0.0115207373272, 200
development, 0.0213709677419, 168
state, 0.0292452830189, 149
corruption, 0.0522222222222, 88
side, 0.0335635359116, 128
student, 0.0650837988827, 69
parents, 0.0394736842105, 119
army, 0.178181818182, 23
price, 0.048125, 105
scam, 0.176470588235, 24
exam, 0.206557377049, 20
father, 0.0453333333333, 109
anniversary, 0.0227272727273, 162
tribute, 0.0182926829268, 175
sunday, 0.0627329192547, 73
family, 0.0495967741935, 100
main, 4.19861111111, 2
age, 0.117361111111, 38
brother, 0.00131578947368, 226
terrorist, 0.0214285714286, 167
reaction, 0.0474747474747, 106
box, 0.0515217391304, 93
wedding, 0.0234375, 160
death, 0.0154605263158, 184
prime, 0.0326086956522, 132
parliament, 0.0402255639098, 118
heart, 0.0188854489164, 172
world, 0.0117041198502, 198
status, 0.05625, 80
century, 0.0518773466834, 90
mind, 0.0413173652695, 116
success, 0.00765306122449, 211
year, 0.00959752321981, 208
victory, 0.0107227488152, 205
end, 0.0117161716172, 197
lot, 0.00478723404255, 218
event, 0.0204081632653, 170
matter, 0.00330739299611, 224
temple, 0.218, 18
problem, 0.056936416185, 79
captain, 0.0655172413793, 68
muslims, 0.0, 229
experience, 0.0133522727273, 190
night, 0.0517441860465, 91
news, 0.075641025641, 61
use, 0.157425742574, 27
food, 0.0111888111888, 201
people, 0.0125597269625, 193
election, 0.11099137931, 41
government, 0.0101265822785, 206
issue, 0.0316455696203, 140
lord, 0.0472222222222, 107
country, 0.0126016260163, 192
minister, 0.0307692307692, 143
respect, 0.0350877192982, 125
boss, 0.17125, 25
protest, 0.0307228915663, 144
review, 0.0283582089552, 150
answer, 0.0184659090909, 174
evening, 0.0416216216216, 115
lyrics, 0.0, 228
wrong, 0.00827423167849, 210
bomb, 1.3, 5
morning, 0.0685185185185, 65
question, 0.00414847161572, 219
border, 0.688, 9
law, 0.0109195402299, 204
politics, 0.0330945558739, 131
president, 0.0416666666667, 114
opposition, 0.0492248062016, 101
moment, 0.0138625592417, 188
woman, 0.0170454545455, 181
reason, 0.0227459016393, 161
body, 0.0157534246575, 182
job, 0.0223342939481, 164
